Average Train Loss 0.00177847 | step 18010 | Epoch 0
Average Train Loss 0.00180005 | step 18020 | Epoch 0
Average Train Loss 0.00164022 | step 18030 | Epoch 0
Average Train Loss 0.00176936 | step 18040 | Epoch 0
Average Train Loss 0.00194118 | step 18050 | Epoch 0
Average Train Loss 0.00212280 | step 18060 | Epoch 0
Average Train Loss 0.00191257 | step 18070 | Epoch 0
Average Train Loss 0.00185112 | step 18080 | Epoch 0
Average Train Loss 0.00163789 | step 18090 | Epoch 0
Average Train Loss 0.00187209 | step 18100 | Epoch 0
Average Train Loss 0.00180161 | step 18110 | Epoch 0
Average Train Loss 0.00196791 | step 18120 | Epoch 0
Average Train Loss 0.00177491 | step 18130 | Epoch 0
Average Train Loss 0.00173604 | step 18140 | Epoch 0
Average Train Loss 0.00170372 | step 18150 | Epoch 0
Average Train Loss 0.00168534 | step 18160 | Epoch 0
Average Train Loss 0.00183852 | step 18170 | Epoch 0
Average Train Loss 0.00173588 | step 18180 | Epoch 0
Average Train Loss 0.00174822 | step 18190 | Epoch 0
Average Train Loss 0.00175575 | step 18200 | Epoch 0
Average Train Loss 0.00169699 | step 18210 | Epoch 0
Average Train Loss 0.00163727 | step 18220 | Epoch 0
Average Train Loss 0.00172086 | step 18230 | Epoch 0
Average Train Loss 0.00171573 | step 18240 | Epoch 0
Average Train Loss 0.00165867 | step 18250 | Epoch 0
Average Train Loss 0.00166315 | step 18260 | Epoch 0
Average Train Loss 0.00163097 | step 18270 | Epoch 0
Average Train Loss 0.00146334 | step 18280 | Epoch 0
Average Train Loss 0.00178026 | step 18290 | Epoch 0
Average Train Loss 0.00171194 | step 18300 | Epoch 0
Average Train Loss 0.00175557 | step 18310 | Epoch 0
Average Train Loss 0.00160267 | step 18320 | Epoch 0
Average Train Loss 0.00161686 | step 18330 | Epoch 0
Average Train Loss 0.00172120 | step 18340 | Epoch 0
Average Train Loss 0.00175889 | step 18350 | Epoch 0
Average Train Loss 0.00168918 | step 18360 | Epoch 0
Average Train Loss 0.00172574 | step 18370 | Epoch 0
Average Train Loss 0.00161587 | step 18380 | Epoch 0
Average Train Loss 0.00164607 | step 18390 | Epoch 0
Average Train Loss 0.00171154 | step 18400 | Epoch 0
Average Train Loss 0.00178370 | step 18410 | Epoch 0
Average Train Loss 0.00169835 | step 18420 | Epoch 0
Average Train Loss 0.00173993 | step 18430 | Epoch 0
Average Train Loss 0.00163483 | step 18440 | Epoch 0
Average Train Loss 0.00159812 | step 18450 | Epoch 0
Average Train Loss 0.00167747 | step 18460 | Epoch 0
Average Train Loss 0.00163754 | step 18470 | Epoch 0
Average Train Loss 0.00177578 | step 18480 | Epoch 0
Average Train Loss 0.00174625 | step 18490 | Epoch 0
Average Train Loss 0.00173328 | step 18500 | Epoch 0
Average Train Loss 0.00195328 | step 18510 | Epoch 0
Average Train Loss 0.00204774 | step 18520 | Epoch 0
Average Train Loss 0.00186958 | step 18530 | Epoch 0
Average Train Loss 0.00170981 | step 18540 | Epoch 0
Average Train Loss 0.00188126 | step 18550 | Epoch 0
Average Train Loss 0.00187135 | step 18560 | Epoch 0
Average Train Loss 0.00172481 | step 18570 | Epoch 0
Average Train Loss 0.00176043 | step 18580 | Epoch 0
Average Train Loss 0.00173600 | step 18590 | Epoch 0
Average Train Loss 0.00169282 | step 18600 | Epoch 0
Average Train Loss 0.00173838 | step 18610 | Epoch 0
Average Train Loss 0.00182353 | step 18620 | Epoch 0
Average Train Loss 0.00168091 | step 18630 | Epoch 0
Average Train Loss 0.00169266 | step 18640 | Epoch 0
Average Train Loss 0.00166027 | step 18650 | Epoch 0
Average Train Loss 0.00175430 | step 18660 | Epoch 0
Average Train Loss 0.00165309 | step 18670 | Epoch 0
Average Train Loss 0.00169201 | step 18680 | Epoch 0
Average Train Loss 0.00164546 | step 18690 | Epoch 0
Average Train Loss 0.00174156 | step 18700 | Epoch 0
Average Train Loss 0.00167065 | step 18710 | Epoch 0
Average Train Loss 0.00167303 | step 18720 | Epoch 0
Average Train Loss 0.00184787 | step 18730 | Epoch 0
Average Train Loss 0.00166599 | step 18740 | Epoch 0
Average Train Loss 0.00185133 | step 18750 | Epoch 0
Average Train Loss 0.00187139 | step 18760 | Epoch 0
Average Train Loss 0.00178144 | step 18770 | Epoch 0
Average Train Loss 0.00170969 | step 18780 | Epoch 0
Average Train Loss 0.00167106 | step 18790 | Epoch 0
Average Train Loss 0.00164032 | step 18800 | Epoch 0
Average Train Loss 0.00190548 | step 18810 | Epoch 0
Average Train Loss 0.00173735 | step 18820 | Epoch 0
Average Train Loss 0.00172727 | step 18830 | Epoch 0
Average Train Loss 0.00169332 | step 18840 | Epoch 0
Average Train Loss 0.00169490 | step 18850 | Epoch 0
Average Train Loss 0.00172414 | step 18860 | Epoch 0
Average Train Loss 0.00181522 | step 18870 | Epoch 0
Average Train Loss 0.00175510 | step 18880 | Epoch 0
Average Train Loss 0.00170929 | step 18890 | Epoch 0
Average Train Loss 0.00168140 | step 18900 | Epoch 0
Average Train Loss 0.00182134 | step 18910 | Epoch 0
Average Train Loss 0.00182710 | step 18920 | Epoch 0
Average Train Loss 0.00173876 | step 18930 | Epoch 0
Average Train Loss 0.00166049 | step 18940 | Epoch 0
Average Train Loss 0.00172577 | step 18950 | Epoch 0
Average Train Loss 0.00179678 | step 18960 | Epoch 0
Average Train Loss 0.00176097 | step 18970 | Epoch 0
Average Train Loss 0.00198425 | step 18980 | Epoch 0
Average Train Loss 0.00181628 | step 18990 | Epoch 0
Average Train Loss 0.00186625 | step 19000 | Epoch 0
Average Validation Loss 0.00191367 | step 19000 | Epoch 0
Average Train Loss 0.00190553 | step 19010 | Epoch 0
Average Train Loss 0.00184506 | step 19020 | Epoch 0
Average Train Loss 0.00194739 | step 19030 | Epoch 0
Average Train Loss 0.00182501 | step 19040 | Epoch 0
Average Train Loss 0.00183986 | step 19050 | Epoch 0
Average Train Loss 0.00173527 | step 19060 | Epoch 0
Average Train Loss 0.00167132 | step 19070 | Epoch 0
Average Train Loss 0.00175748 | step 19080 | Epoch 0
Average Train Loss 0.00187715 | step 19090 | Epoch 0
Average Train Loss 0.00177594 | step 19100 | Epoch 0
Average Train Loss 0.00185943 | step 19110 | Epoch 0
Average Train Loss 0.00158715 | step 19120 | Epoch 0
Average Train Loss 0.00166434 | step 19130 | Epoch 0
Average Train Loss 0.00173558 | step 19140 | Epoch 0
Average Train Loss 0.00183483 | step 19150 | Epoch 0
Average Train Loss 0.00180461 | step 19160 | Epoch 0
Average Train Loss 0.00170256 | step 19170 | Epoch 0
Average Train Loss 0.00158864 | step 19180 | Epoch 0
Average Train Loss 0.00174225 | step 19190 | Epoch 0
Average Train Loss 0.00166040 | step 19200 | Epoch 0
Average Train Loss 0.00175261 | step 19210 | Epoch 0
Average Train Loss 0.00181731 | step 19220 | Epoch 0
Average Train Loss 0.00177211 | step 19230 | Epoch 0
Average Train Loss 0.00168366 | step 19240 | Epoch 0
Average Train Loss 0.00173142 | step 19250 | Epoch 0
Average Train Loss 0.00180613 | step 19260 | Epoch 0
Average Train Loss 0.00160214 | step 19270 | Epoch 0
Average Train Loss 0.00166478 | step 19280 | Epoch 0
Average Train Loss 0.00178792 | step 19290 | Epoch 0
Average Train Loss 0.00177104 | step 19300 | Epoch 0
Average Train Loss 0.00186066 | step 19310 | Epoch 0
Average Train Loss 0.00169026 | step 19320 | Epoch 0
Average Train Loss 0.00160810 | step 19330 | Epoch 0
Average Train Loss 0.00177648 | step 19340 | Epoch 0
Average Train Loss 0.00173629 | step 19350 | Epoch 0
Average Train Loss 0.00175419 | step 19360 | Epoch 0
Average Train Loss 0.00168451 | step 19370 | Epoch 0
Average Train Loss 0.00163437 | step 19380 | Epoch 0
Average Train Loss 0.00170882 | step 19390 | Epoch 0
Average Train Loss 0.00170102 | step 19400 | Epoch 0
Average Train Loss 0.00179933 | step 19410 | Epoch 0
Average Train Loss 0.00171765 | step 19420 | Epoch 0
Average Train Loss 0.00169873 | step 19430 | Epoch 0
Average Train Loss 0.00164877 | step 19440 | Epoch 0
Average Train Loss 0.00175007 | step 19450 | Epoch 0
Average Train Loss 0.00179519 | step 19460 | Epoch 0
Average Train Loss 0.00191818 | step 19470 | Epoch 0
Average Train Loss 0.00182030 | step 19480 | Epoch 0
Average Train Loss 0.00188474 | step 19490 | Epoch 0
Average Train Loss 0.00167965 | step 19500 | Epoch 0
Average Train Loss 0.00168608 | step 19510 | Epoch 0
Average Train Loss 0.00166824 | step 19520 | Epoch 0
Average Train Loss 0.00167711 | step 19530 | Epoch 0
Average Train Loss 0.00160492 | step 19540 | Epoch 0
Average Train Loss 0.00159357 | step 19550 | Epoch 0
Average Train Loss 0.00161465 | step 19560 | Epoch 0
Average Train Loss 0.00156124 | step 19570 | Epoch 0
Average Train Loss 0.00189888 | step 19580 | Epoch 0
Average Train Loss 0.00189927 | step 19590 | Epoch 0
Average Train Loss 0.00161935 | step 19600 | Epoch 0
Average Train Loss 0.00165360 | step 19610 | Epoch 0
Average Train Loss 0.00179385 | step 19620 | Epoch 0
Average Train Loss 0.00167761 | step 19630 | Epoch 0
Average Train Loss 0.00153618 | step 19640 | Epoch 0
Average Train Loss 0.00163683 | step 19650 | Epoch 0
Average Train Loss 0.00176118 | step 19660 | Epoch 0
Average Train Loss 0.00172383 | step 19670 | Epoch 0
Average Train Loss 0.00171395 | step 19680 | Epoch 0
Average Train Loss 0.00170925 | step 19690 | Epoch 0
Average Train Loss 0.00154591 | step 19700 | Epoch 0
Average Train Loss 0.00169073 | step 19710 | Epoch 0
Average Train Loss 0.00169990 | step 19720 | Epoch 0
Average Train Loss 0.00166969 | step 19730 | Epoch 0
Average Train Loss 0.00167148 | step 19740 | Epoch 0
Average Train Loss 0.00187817 | step 19750 | Epoch 0
Average Train Loss 0.00170859 | step 19760 | Epoch 0
Average Train Loss 0.00169436 | step 19770 | Epoch 0
Average Train Loss 0.00153343 | step 19780 | Epoch 0
Average Train Loss 0.00171688 | step 19790 | Epoch 0
Average Train Loss 0.00161973 | step 19800 | Epoch 0
Average Train Loss 0.00176373 | step 19810 | Epoch 0
Average Train Loss 0.00185629 | step 19820 | Epoch 0
Average Train Loss 0.00169470 | step 19830 | Epoch 0
Average Train Loss 0.00182558 | step 19840 | Epoch 0
Average Train Loss 0.00176455 | step 19850 | Epoch 0
Average Train Loss 0.00170719 | step 19860 | Epoch 0
Average Train Loss 0.00174269 | step 19870 | Epoch 0
Average Train Loss 0.00161141 | step 19880 | Epoch 0
Average Train Loss 0.00175260 | step 19890 | Epoch 0
Average Train Loss 0.00175012 | step 19900 | Epoch 0
Average Train Loss 0.00162846 | step 19910 | Epoch 0
Average Train Loss 0.00165593 | step 19920 | Epoch 0
Average Train Loss 0.00154359 | step 19930 | Epoch 0
Average Train Loss 0.00150098 | step 19940 | Epoch 0
Average Train Loss 0.00160510 | step 19950 | Epoch 0
Average Train Loss 0.00172991 | step 19960 | Epoch 0
Average Train Loss 0.00173673 | step 19970 | Epoch 0
Average Train Loss 0.00179521 | step 19980 | Epoch 0
Average Train Loss 0.00177139 | step 19990 | Epoch 0
Average Train Loss 0.00188450 | step 20000 | Epoch 0
Average Validation Loss 0.00182148 | step 20000 | Epoch 0
Average Train Loss 0.00181785 | step 20010 | Epoch 0
Average Train Loss 0.00173128 | step 20020 | Epoch 0
Average Train Loss 0.00180529 | step 20030 | Epoch 0
Average Train Loss 0.00169545 | step 20040 | Epoch 0
Average Train Loss 0.00187315 | step 20050 | Epoch 0
Average Train Loss 0.00172404 | step 20060 | Epoch 0
Average Train Loss 0.00177505 | step 20070 | Epoch 0
Average Train Loss 0.00163880 | step 20080 | Epoch 0
Average Train Loss 0.00158188 | step 20090 | Epoch 0
Average Train Loss 0.00162351 | step 20100 | Epoch 0
Average Train Loss 0.00171770 | step 20110 | Epoch 0
Average Train Loss 0.00175451 | step 20120 | Epoch 0
Average Train Loss 0.00173212 | step 20130 | Epoch 0
Average Train Loss 0.00168721 | step 20140 | Epoch 0
Average Train Loss 0.00177330 | step 20150 | Epoch 0
Average Train Loss 0.00172620 | step 20160 | Epoch 0
Average Train Loss 0.00159106 | step 20170 | Epoch 0
Average Train Loss 0.00173912 | step 20180 | Epoch 0
Average Train Loss 0.00187012 | step 20190 | Epoch 0
Average Train Loss 0.00186964 | step 20200 | Epoch 0
Average Train Loss 0.00203167 | step 20210 | Epoch 0
Average Train Loss 0.00184600 | step 20220 | Epoch 0
Average Train Loss 0.00182482 | step 20230 | Epoch 0
Average Train Loss 0.00167421 | step 20240 | Epoch 0
Average Train Loss 0.00187432 | step 20250 | Epoch 0
Average Train Loss 0.00171912 | step 20260 | Epoch 0
Average Train Loss 0.00182179 | step 20270 | Epoch 0
Average Train Loss 0.00175106 | step 20280 | Epoch 0
Average Train Loss 0.00172426 | step 20290 | Epoch 0
Average Train Loss 0.00171144 | step 20300 | Epoch 0
Average Train Loss 0.00184137 | step 20310 | Epoch 0
Average Train Loss 0.00165569 | step 20320 | Epoch 0
Average Train Loss 0.00177855 | step 20330 | Epoch 0
Average Train Loss 0.00187241 | step 20340 | Epoch 0
Average Train Loss 0.00166113 | step 20350 | Epoch 0
Average Train Loss 0.00171090 | step 20360 | Epoch 0
Average Train Loss 0.00159342 | step 20370 | Epoch 0
Average Train Loss 0.00163363 | step 20380 | Epoch 0
Average Train Loss 0.00178084 | step 20390 | Epoch 0
Average Train Loss 0.00153720 | step 20400 | Epoch 0
Average Train Loss 0.00174017 | step 20410 | Epoch 0
Average Train Loss 0.00155599 | step 20420 | Epoch 0
Average Train Loss 0.00151653 | step 20430 | Epoch 0
Average Train Loss 0.00167916 | step 20440 | Epoch 0
Average Train Loss 0.00157013 | step 20450 | Epoch 0
Average Train Loss 0.00161760 | step 20460 | Epoch 0
Average Train Loss 0.00177901 | step 20470 | Epoch 0
Average Train Loss 0.00162428 | step 20480 | Epoch 0
Average Train Loss 0.00168206 | step 20490 | Epoch 0
Average Train Loss 0.00165335 | step 20500 | Epoch 0
Average Train Loss 0.00174701 | step 20510 | Epoch 0
Average Train Loss 0.00166249 | step 20520 | Epoch 0
Average Train Loss 0.00173088 | step 20530 | Epoch 0
Average Train Loss 0.00162876 | step 20540 | Epoch 0
Average Train Loss 0.00181128 | step 20550 | Epoch 0
Average Train Loss 0.00166832 | step 20560 | Epoch 0
Average Train Loss 0.00164206 | step 20570 | Epoch 0
Average Train Loss 0.00167038 | step 20580 | Epoch 0
Average Train Loss 0.00167806 | step 20590 | Epoch 0
Average Train Loss 0.00169652 | step 20600 | Epoch 0
Average Train Loss 0.00182979 | step 20610 | Epoch 0
Average Train Loss 0.00151970 | step 20620 | Epoch 0
Average Train Loss 0.00164274 | step 20630 | Epoch 0
Average Train Loss 0.00174280 | step 20640 | Epoch 0
Average Train Loss 0.00170849 | step 20650 | Epoch 0
Average Train Loss 0.00162070 | step 20660 | Epoch 0
Average Train Loss 0.00160017 | step 20670 | Epoch 0
Average Train Loss 0.00166980 | step 20680 | Epoch 0
Average Train Loss 0.00169645 | step 20690 | Epoch 0
Average Train Loss 0.00180892 | step 20700 | Epoch 0
Average Train Loss 0.00174143 | step 20710 | Epoch 0
Average Train Loss 0.00154103 | step 20720 | Epoch 0
Average Train Loss 0.00148868 | step 20730 | Epoch 0
Average Train Loss 0.00165367 | step 20740 | Epoch 0
Average Train Loss 0.00166647 | step 20750 | Epoch 0
Average Train Loss 0.00157632 | step 20760 | Epoch 0
Average Train Loss 0.00164213 | step 20770 | Epoch 0
Average Train Loss 0.00168509 | step 20780 | Epoch 0
Average Train Loss 0.00157097 | step 20790 | Epoch 0
Average Train Loss 0.00165397 | step 20800 | Epoch 0
Average Train Loss 0.00162043 | step 20810 | Epoch 0
Average Train Loss 0.00176915 | step 20820 | Epoch 0
Average Train Loss 0.00176197 | step 20830 | Epoch 0
Average Train Loss 0.00175666 | step 20840 | Epoch 0
Average Train Loss 0.00187065 | step 20850 | Epoch 0
Average Train Loss 0.00175520 | step 20860 | Epoch 0
Average Train Loss 0.00167337 | step 20870 | Epoch 0
Average Train Loss 0.00179425 | step 20880 | Epoch 0
Average Train Loss 0.00168592 | step 20890 | Epoch 0
Average Train Loss 0.00165703 | step 20900 | Epoch 0
Average Train Loss 0.00162846 | step 20910 | Epoch 0
Average Train Loss 0.00161392 | step 20920 | Epoch 0
Average Train Loss 0.00158446 | step 20930 | Epoch 0
Average Train Loss 0.00167749 | step 20940 | Epoch 0
Average Train Loss 0.00172914 | step 20950 | Epoch 0
Average Train Loss 0.00160632 | step 20960 | Epoch 0
Average Train Loss 0.00156803 | step 20970 | Epoch 0
Average Train Loss 0.00160457 | step 20980 | Epoch 0
Average Train Loss 0.00178488 | step 20990 | Epoch 0
Average Train Loss 0.00159792 | step 21000 | Epoch 0
Average Validation Loss 0.00168019 | step 21000 | Epoch 0
Average Train Loss 0.00167323 | step 21010 | Epoch 0
Average Train Loss 0.00172778 | step 21020 | Epoch 0
Average Train Loss 0.00171638 | step 21030 | Epoch 0
Average Train Loss 0.00171737 | step 21040 | Epoch 0
Average Train Loss 0.00180964 | step 21050 | Epoch 0
Average Train Loss 0.00171445 | step 21060 | Epoch 0
Average Train Loss 0.00166979 | step 21070 | Epoch 0
Average Train Loss 0.00177057 | step 21080 | Epoch 0
Average Train Loss 0.00167726 | step 21090 | Epoch 0
Average Train Loss 0.00182771 | step 21100 | Epoch 0
Average Train Loss 0.00178797 | step 21110 | Epoch 0
Average Train Loss 0.00171970 | step 21120 | Epoch 0
Average Train Loss 0.00173909 | step 21130 | Epoch 0
Average Train Loss 0.00182384 | step 21140 | Epoch 0
Average Train Loss 0.00165093 | step 21150 | Epoch 0
Average Train Loss 0.00185445 | step 21160 | Epoch 0
Average Train Loss 0.00162724 | step 21170 | Epoch 0
Average Train Loss 0.00161873 | step 21180 | Epoch 0
Average Train Loss 0.00165689 | step 21190 | Epoch 0
Average Train Loss 0.00160641 | step 21200 | Epoch 0
Average Train Loss 0.00156627 | step 21210 | Epoch 0
Average Train Loss 0.00160576 | step 21220 | Epoch 0
Average Train Loss 0.00171740 | step 21230 | Epoch 0
Average Train Loss 0.00158975 | step 21240 | Epoch 0
Average Train Loss 0.00163927 | step 21250 | Epoch 0
Average Train Loss 0.00156390 | step 21260 | Epoch 0
Average Train Loss 0.00164301 | step 21270 | Epoch 0
Average Train Loss 0.00187425 | step 21280 | Epoch 0
Average Train Loss 0.00152657 | step 21290 | Epoch 0
Average Train Loss 0.00153915 | step 21300 | Epoch 0
Average Train Loss 0.00168277 | step 21310 | Epoch 0
Average Train Loss 0.00163474 | step 21320 | Epoch 0
Average Train Loss 0.00176840 | step 21330 | Epoch 0
Average Train Loss 0.00173986 | step 21340 | Epoch 0
Average Train Loss 0.00172569 | step 21350 | Epoch 0
Average Train Loss 0.00178116 | step 21360 | Epoch 0
Average Train Loss 0.00160243 | step 21370 | Epoch 0
Average Train Loss 0.00162428 | step 21380 | Epoch 0
Average Train Loss 0.00172672 | step 21390 | Epoch 0
Average Train Loss 0.00161695 | step 21400 | Epoch 0
Average Train Loss 0.00166845 | step 21410 | Epoch 0
Average Train Loss 0.00151745 | step 21420 | Epoch 0
Average Train Loss 0.00171854 | step 21430 | Epoch 0
Average Train Loss 0.00169480 | step 21440 | Epoch 0
Average Train Loss 0.00156853 | step 21450 | Epoch 0
Average Train Loss 0.00175435 | step 21460 | Epoch 0
Average Train Loss 0.00169009 | step 21470 | Epoch 0
Average Train Loss 0.00165066 | step 21480 | Epoch 0
Average Train Loss 0.00164958 | step 21490 | Epoch 0
Average Train Loss 0.00180106 | step 21500 | Epoch 0
Average Train Loss 0.00186109 | step 21510 | Epoch 0
Average Train Loss 0.00181236 | step 21520 | Epoch 0
Average Train Loss 0.00178551 | step 21530 | Epoch 0
Average Train Loss 0.00158896 | step 21540 | Epoch 0
Average Train Loss 0.00157644 | step 21550 | Epoch 0
Average Train Loss 0.00169201 | step 21560 | Epoch 0
Average Train Loss 0.00167729 | step 21570 | Epoch 0
Average Train Loss 0.00159182 | step 21580 | Epoch 0
Average Train Loss 0.00164867 | step 21590 | Epoch 0
Average Train Loss 0.00154792 | step 21600 | Epoch 0
Average Train Loss 0.00160882 | step 21610 | Epoch 0
Average Train Loss 0.00160859 | step 21620 | Epoch 0
Average Train Loss 0.00178672 | step 21630 | Epoch 0
Average Train Loss 0.00172468 | step 21640 | Epoch 0
Average Train Loss 0.00165520 | step 21650 | Epoch 0
Average Train Loss 0.00178042 | step 21660 | Epoch 0
Average Train Loss 0.00159552 | step 21670 | Epoch 0
Average Train Loss 0.00158696 | step 21680 | Epoch 0
Average Train Loss 0.00160106 | step 21690 | Epoch 0
Average Train Loss 0.00162479 | step 21700 | Epoch 0
Average Train Loss 0.00154331 | step 21710 | Epoch 0
Average Train Loss 0.00159167 | step 21720 | Epoch 0
Average Train Loss 0.00167032 | step 21730 | Epoch 0
Average Train Loss 0.00163725 | step 21740 | Epoch 0
Average Train Loss 0.00161790 | step 21750 | Epoch 0
Average Train Loss 0.00158690 | step 21760 | Epoch 0
Average Train Loss 0.00168540 | step 21770 | Epoch 0
Average Train Loss 0.00164274 | step 21780 | Epoch 0
Average Train Loss 0.00169371 | step 21790 | Epoch 0
Average Train Loss 0.00160173 | step 21800 | Epoch 0
Average Train Loss 0.00176119 | step 21810 | Epoch 0
Average Train Loss 0.00163085 | step 21820 | Epoch 0
Average Train Loss 0.00189300 | step 21830 | Epoch 0
Average Train Loss 0.00188927 | step 21840 | Epoch 0
Average Train Loss 0.00172925 | step 21850 | Epoch 0
Average Train Loss 0.00161840 | step 21860 | Epoch 0
Average Train Loss 0.00172387 | step 21870 | Epoch 0
Average Train Loss 0.00172839 | step 21880 | Epoch 0
Average Train Loss 0.00171306 | step 21890 | Epoch 0
Average Train Loss 0.00160082 | step 21900 | Epoch 0
Average Train Loss 0.00166805 | step 21910 | Epoch 0
Average Train Loss 0.00161921 | step 21920 | Epoch 0
Average Train Loss 0.00166319 | step 21930 | Epoch 0
Average Train Loss 0.00165929 | step 21940 | Epoch 0
Average Train Loss 0.00164644 | step 21950 | Epoch 0
Average Train Loss 0.00170625 | step 21960 | Epoch 0
Average Train Loss 0.00174491 | step 21970 | Epoch 0
Average Train Loss 0.00172650 | step 21980 | Epoch 0
Average Train Loss 0.00169772 | step 21990 | Epoch 0
Average Train Loss 0.00147394 | step 22000 | Epoch 0
Average Validation Loss 0.00166641 | step 22000 | Epoch 0
Average Train Loss 0.00160776 | step 22010 | Epoch 0
Average Train Loss 0.00159316 | step 22020 | Epoch 0
Average Train Loss 0.00164122 | step 22030 | Epoch 0
Average Train Loss 0.00160864 | step 22040 | Epoch 0
Average Train Loss 0.00171162 | step 22050 | Epoch 0
Average Train Loss 0.00165584 | step 22060 | Epoch 0
Average Train Loss 0.00169424 | step 22070 | Epoch 0
Average Train Loss 0.00179335 | step 22080 | Epoch 0
Average Train Loss 0.00169696 | step 22090 | Epoch 0
Average Train Loss 0.00161786 | step 22100 | Epoch 0
Average Train Loss 0.00165086 | step 22110 | Epoch 0
Average Train Loss 0.00170718 | step 22120 | Epoch 0
Average Train Loss 0.00169388 | step 22130 | Epoch 0
Average Train Loss 0.00163958 | step 22140 | Epoch 0
Average Train Loss 0.00172429 | step 22150 | Epoch 0
Average Train Loss 0.00169309 | step 22160 | Epoch 0
Average Train Loss 0.00159118 | step 22170 | Epoch 0
Average Train Loss 0.00163717 | step 22180 | Epoch 0
Average Train Loss 0.00160217 | step 22190 | Epoch 0
Average Train Loss 0.00163263 | step 22200 | Epoch 0
Average Train Loss 0.00163095 | step 22210 | Epoch 0
Average Train Loss 0.00166154 | step 22220 | Epoch 0
Average Train Loss 0.00165610 | step 22230 | Epoch 0
Average Train Loss 0.00157191 | step 22240 | Epoch 0
Average Train Loss 0.00163728 | step 22250 | Epoch 0
Average Train Loss 0.00167042 | step 22260 | Epoch 0
Average Train Loss 0.00162075 | step 22270 | Epoch 0
Average Train Loss 0.00149457 | step 22280 | Epoch 0
Average Train Loss 0.00151811 | step 22290 | Epoch 0
Average Train Loss 0.00169823 | step 22300 | Epoch 0
Average Train Loss 0.00168465 | step 22310 | Epoch 0
Average Train Loss 0.00158048 | step 22320 | Epoch 0
Average Train Loss 0.00161747 | step 22330 | Epoch 0
Average Train Loss 0.00147337 | step 22340 | Epoch 0
Average Train Loss 0.00158585 | step 22350 | Epoch 0
Average Train Loss 0.00171799 | step 22360 | Epoch 0
Average Train Loss 0.00160353 | step 22370 | Epoch 0
Average Train Loss 0.00165331 | step 22380 | Epoch 0
Average Train Loss 0.00174667 | step 22390 | Epoch 0
Average Train Loss 0.00165183 | step 22400 | Epoch 0
Average Train Loss 0.00166005 | step 22410 | Epoch 0
Average Train Loss 0.00162108 | step 22420 | Epoch 0
Average Train Loss 0.00163221 | step 22430 | Epoch 0
Average Train Loss 0.00158005 | step 22440 | Epoch 0
Average Train Loss 0.00168804 | step 22450 | Epoch 0
Average Train Loss 0.00163330 | step 22460 | Epoch 0
Average Train Loss 0.00161021 | step 22470 | Epoch 0
Average Train Loss 0.00159910 | step 22480 | Epoch 0
Average Train Loss 0.00166491 | step 22490 | Epoch 0
Average Train Loss 0.00163058 | step 22500 | Epoch 0
Average Train Loss 0.00150283 | step 22510 | Epoch 0
Average Train Loss 0.00158853 | step 22520 | Epoch 0
Average Train Loss 0.00167747 | step 22530 | Epoch 0
Average Train Loss 0.00152558 | step 22540 | Epoch 0
Average Train Loss 0.00155506 | step 22550 | Epoch 0
Average Train Loss 0.00161601 | step 22560 | Epoch 0
Average Train Loss 0.00168657 | step 22570 | Epoch 0
Average Train Loss 0.00170005 | step 22580 | Epoch 0
Average Train Loss 0.00176819 | step 22590 | Epoch 0
Average Train Loss 0.00167235 | step 22600 | Epoch 0
Average Train Loss 0.00159420 | step 22610 | Epoch 0
Average Train Loss 0.00148966 | step 22620 | Epoch 0
Average Train Loss 0.00150216 | step 22630 | Epoch 0
Average Train Loss 0.00165110 | step 22640 | Epoch 0
Average Train Loss 0.00160617 | step 22650 | Epoch 0
Average Train Loss 0.00171107 | step 22660 | Epoch 0
Average Train Loss 0.00148899 | step 22670 | Epoch 0
Average Train Loss 0.00155094 | step 22680 | Epoch 0
Average Train Loss 0.00157084 | step 22690 | Epoch 0
Average Train Loss 0.00165830 | step 22700 | Epoch 0
Average Train Loss 0.00161176 | step 22710 | Epoch 0
Average Train Loss 0.00156401 | step 22720 | Epoch 0
Average Train Loss 0.00160216 | step 22730 | Epoch 0
Average Train Loss 0.00165475 | step 22740 | Epoch 0
Average Train Loss 0.00160315 | step 22750 | Epoch 0
Average Train Loss 0.00157325 | step 22760 | Epoch 0
Average Train Loss 0.00177456 | step 22770 | Epoch 0
Average Train Loss 0.00161193 | step 22780 | Epoch 0
Average Train Loss 0.00174462 | step 22790 | Epoch 0
Average Train Loss 0.00179767 | step 22800 | Epoch 0
Average Train Loss 0.00172897 | step 22810 | Epoch 0
Average Train Loss 0.00172233 | step 22820 | Epoch 0
Average Train Loss 0.00173095 | step 22830 | Epoch 0
Average Train Loss 0.00159312 | step 22840 | Epoch 0
Average Train Loss 0.00162398 | step 22850 | Epoch 0
Average Train Loss 0.00170962 | step 22860 | Epoch 0
Average Train Loss 0.00163038 | step 22870 | Epoch 0
Average Train Loss 0.00163894 | step 22880 | Epoch 0
Average Train Loss 0.00161718 | step 22890 | Epoch 0
Average Train Loss 0.00157111 | step 22900 | Epoch 0
Average Train Loss 0.00173240 | step 22910 | Epoch 0
Average Train Loss 0.00174719 | step 22920 | Epoch 0
Average Train Loss 0.00168016 | step 22930 | Epoch 0
Average Train Loss 0.00157020 | step 22940 | Epoch 0
Average Train Loss 0.00141585 | step 22950 | Epoch 0
